Injury Severity,Injury Severity Scale,Date,Time,Speed Limit,Weather,Driver At Fault,Surface Condition,Light,Traffic Control,Driver At Fault,Latitude,Longitude
POSSIBLE INJURY,1,07/31/2023,08:13:00 PM,40,CLEAR,Unknown,,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.107395,-77.18874667
POSSIBLE INJURY,1,08/02/2023,09:35:00 AM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.02995462,-77.10675302
POSSIBLE INJURY,1,08/10/2023,03:50:00 PM,40,,No,DRY,DAYLIGHT,,No,39.15403667,-77.25183283
SUSPECTED MINOR INJURY,2,08/06/2023,11:45:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.03614,-77.00027333
POSSIBLE INJURY,1,08/04/2023,10:46:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.14009943,-77.19565158
POSSIBLE INJURY,1,07/23/2023,03:20:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.05545167,-77.11794833
SUSPECTED MINOR INJURY,2,08/06/2023,11:45:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03614,-77.00027333
POSSIBLE INJURY,1,08/06/2023,09:43:00 AM,40,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10332718,-77.19062037
SUSPECTED MINOR INJURY,2,08/04/2023,02:55:00 PM,10,CLEAR,No,,DAYLIGHT,NO CONTROLS,No,39.05302447,-77.10431221
POSSIBLE INJURY,1,07/27/2023,07:30:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.17714644,-77.15829749
POSSIBLE INJURY,1,07/29/2023,07:53:00 PM,40,CLEAR,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.03087167,-77.0047
SUSPECTED MINOR INJURY,2,08/08/2023,09:14:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.16345667,-77.28291
POSSIBLE INJURY,1,08/05/2023,02:24:00 AM,35,CLEAR,Yes,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,Yes,39.05454071,-77.05029098
SUSPECTED MINOR INJURY,2,08/15/2023,06:21:00 PM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.121175,-77.15847667
POSSIBLE INJURY,1,08/15/2023,12:42:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.15798767,-77.22590267
SUSPECTED MINOR INJURY,2,08/06/2023,10:21:00 PM,45,RAINING,Yes,WET,DARK LIGHTS ON,NO CONTROLS,Yes,39.10639917,-76.91484033
POSSIBLE INJURY,1,08/15/2023,08:37:00 PM,35,,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.015355,-76.97770667
POSSIBLE INJURY,1,08/08/2023,03:35:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04778389,-77.1902186
POSSIBLE INJURY,1,08/17/2023,07:03:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.17112018,-77.26280726
POSSIBLE INJURY,1,08/11/2023,08:26:00 AM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.23918517,-77.273495
POSSIBLE INJURY,1,08/15/2023,03:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.18013057,-77.20995973
POSSIBLE INJURY,1,08/15/2023,02:26:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.06428,-77.12614
POSSIBLE INJURY,1,08/15/2023,08:44:00 PM,40,RAINING,Yes,WET,DARK NO LIGHTS,NO CONTROLS,Yes,39.16848483,-77.17554467
POSSIBLE INJURY,1,08/03/2023,05:50:00 PM,30,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,38.98214,-77.22577667
POSSIBLE INJURY,1,08/17/2023,08:50:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.20773366,-77.18155588
POSSIBLE INJURY,1,08/10/2023,05:44:00 PM,25,RAINING,Unknown,WET,DAYLIGHT,NO CONTROLS,Unknown,38.99170079,-77.0060211
POSSIBLE INJURY,1,08/06/2023,08:45:00 AM,50,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.063025,-76.96233333
POSSIBLE INJURY,1,08/08/2023,12:17:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,38.99417455,-76.99258825
POSSIBLE INJURY,1,08/13/2023,04:30:00 AM,35,CLEAR,No,DRY,DARK -- UNKNOWN LIGHTING,FLASHING TRAFFIC SIGNAL,No,39.20841883,-77.16928681
POSSIBLE INJURY,1,08/13/2023,07:40:00 PM,45,CLEAR,No,DRY,DAYLIGHT,,No,39.1646215,-77.16787383
SUSPECTED MINOR INJURY,2,06/27/2023,12:00:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.08352683,-77.07842117
SUSPECTED MINOR INJURY,2,08/03/2023,05:50:00 PM,30,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,38.98214,-77.22577667
SUSPECTED MINOR INJURY,2,08/14/2023,11:09:00 AM,25,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.094585,-77.091485
POSSIBLE INJURY,1,08/17/2023,02:00:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.19091733,-77.191969
SUSPECTED MINOR INJURY,2,08/16/2023,02:20:00 PM,50,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04822639,-76.98444849
POSSIBLE INJURY,1,08/08/2023,03:35:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04778389,-77.1902186
SUSPECTED SERIOUS INJURY,3,07/30/2023,03:46:00 AM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.02034217,-77.0129585
POSSIBLE INJURY,1,08/07/2023,12:30:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.13321167,-77.24483
POSSIBLE INJURY,1,08/07/2023,12:30:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.13321167,-77.24483
POSSIBLE INJURY,1,08/08/2023,05:18:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.0571895,-77.16149431
SUSPECTED SERIOUS INJURY,3,08/16/2023,01:22:00 AM,30,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,38.99457748,-77.03629315
SUSPECTED MINOR INJURY,2,10/05/2022,12:04:00 AM,40,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.26207551,-77.22150922
SUSPECTED MINOR INJURY,2,08/11/2023,02:50:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.1347585,-77.15727067
POSSIBLE INJURY,1,08/09/2023,05:33:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.08821496,-77.25018627
SUSPECTED MINOR INJURY,2,08/10/2023,09:53:00 AM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.08726795,-76.96098407
SUSPECTED MINOR INJURY,2,08/12/2023,03:57:00 PM,40,CLEAR,No,,DAYLIGHT,TRAFFIC SIGNAL,No,39.19654224,-77.26553969
SUSPECTED MINOR INJURY,2,08/06/2023,10:21:00 PM,45,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.10639917,-76.91484033
POSSIBLE INJURY,1,08/10/2023,10:30:00 AM,40,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.06263333,-76.96262
SUSPECTED MINOR INJURY,2,08/03/2023,05:50:00 PM,30,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,38.98214,-77.22577667
POSSIBLE INJURY,1,08/07/2023,01:02:00 AM,45,CLEAR,Yes,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,Yes,39.0203559,-76.97659848
SUSPECTED MINOR INJURY,2,08/12/2023,12:09:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.12063272,-77.18002198
SUSPECTED MINOR INJURY,2,08/14/2023,01:45:00 PM,35,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.06428,-77.12614
SUSPECTED SERIOUS INJURY,3,08/11/2023,05:50:00 PM,50,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.325285,-77.19516833
SUSPECTED MINOR INJURY,2,08/16/2023,05:00:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.10344323,-77.15596447
SUSPECTED MINOR INJURY,2,08/10/2023,02:37:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.1449451,-77.22008363
POSSIBLE INJURY,1,08/15/2023,11:50:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.1402658,-77.20519667
SUSPECTED MINOR INJURY,2,08/07/2023,06:20:00 PM,35,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.12974333,-77.163685
SUSPECTED SERIOUS INJURY,3,08/12/2023,07:48:00 AM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.01064333,-77.01753833
POSSIBLE INJURY,1,04/24/2023,12:02:00 PM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.97530252,-76.99441447
POSSIBLE INJURY,1,08/10/2023,10:30:00 AM,40,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.06263333,-76.96262
POSSIBLE INJURY,1,08/10/2023,02:37:00 PM,35,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.1449451,-77.22008363
SUSPECTED SERIOUS INJURY,3,08/11/2023,05:50:00 PM,50,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.325285,-77.19516833
SUSPECTED MINOR INJURY,2,08/16/2023,01:22:00 AM,30,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,38.99457748,-77.03629315
POSSIBLE INJURY,1,08/06/2023,10:20:00 PM,30,RAINING,No,WET,DARK LIGHTS ON,STOP SIGN,No,39.18329183,-77.181478
POSSIBLE INJURY,1,08/11/2023,07:40:00 PM,40,,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.15917958,-77.27526671
SUSPECTED MINOR INJURY,2,08/15/2023,06:21:00 PM,35,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.121175,-77.15847667
POSSIBLE INJURY,1,08/12/2023,05:25:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.03648167,-77.03006467
POSSIBLE INJURY,1,08/12/2023,12:09:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.12063272,-77.18002198
POSSIBLE INJURY,1,05/21/2023,05:04:00 AM,35,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.0451582,-77.06532903
SUSPECTED SERIOUS INJURY,3,06/27/2023,12:00:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.08352683,-77.07842117
POSSIBLE INJURY,1,08/15/2023,08:44:00 PM,40,RAINING,No,WET,DARK NO LIGHTS,NO CONTROLS,No,39.16848483,-77.17554467
POSSIBLE INJURY,1,08/15/2023,02:26:00 PM,35,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.06428,-77.12614
POSSIBLE INJURY,1,08/08/2023,12:17:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.99417455,-76.99258825
POSSIBLE INJURY,1,08/06/2023,10:19:00 PM,35,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.059255,-77.12144667
SUSPECTED MINOR INJURY,2,08/08/2023,05:18:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.0571895,-77.16149431
POSSIBLE INJURY,1,08/16/2023,05:00:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10344323,-77.15596447
SUSPECTED MINOR INJURY,2,08/08/2023,09:06:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,,No,39.05930091,-77.05928694
SUSPECTED MINOR INJURY,2,08/11/2023,11:14:00 PM,45,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.03080821,-76.98415333
SUSPECTED MINOR INJURY,2,08/12/2023,07:48:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.01064333,-77.01753833
POSSIBLE INJURY,1,08/12/2023,09:56:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.061335,-77.091615
POSSIBLE INJURY,1,08/08/2023,08:40:00 AM,60,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.034815,-76.99662833
SUSPECTED MINOR INJURY,2,08/14/2023,09:45:00 PM,0,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.13007667,-77.48852
POSSIBLE INJURY,1,08/18/2023,04:09:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.05729238,-77.07785549
SUSPECTED MINOR INJURY,2,08/05/2023,01:08:00 AM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,STOP SIGN,Yes,39.03652224,-77.04836263
POSSIBLE INJURY,1,08/22/2023,03:40:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.14190753,-77.18724845
POSSIBLE INJURY,1,08/16/2023,02:03:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.15184833,-77.06450333
SUSPECTED SERIOUS INJURY,3,08/17/2023,06:39:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.070845,-77.06336667
SUSPECTED MINOR INJURY,2,08/17/2023,11:09:00 PM,35,CLEAR,No,,DARK LIGHTS ON,NO CONTROLS,No,39.14065077,-77.21434328
SUSPECTED SERIOUS INJURY,3,08/17/2023,06:39:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.070845,-77.06336667
POSSIBLE INJURY,1,08/10/2023,12:48:00 PM,0,,No,,DAYLIGHT,,No,39.02823667,-77.07694833
POSSIBLE INJURY,1,08/18/2023,11:07:00 AM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.09144,-77.01478167
POSSIBLE INJURY,1,08/21/2023,05:10:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.17750667,-77.27119117
SUSPECTED SERIOUS INJURY,3,08/19/2023,02:27:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.067955,-77.11440833
SUSPECTED MINOR INJURY,2,08/17/2023,06:39:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.070845,-77.06336667
POSSIBLE INJURY,1,12/17/2021,05:50:00 PM,25,CLEAR,Yes,WET,,STOP SIGN,Yes,38.98173367,-77.00323067
SUSPECTED MINOR INJURY,2,07/01/2023,04:51:00 AM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,38.975905,-77.00886167
POSSIBLE INJURY,1,08/18/2023,08:30:00 AM,35,CLEAR,No,DRY,DAYLIGHT,,No,39.05382167,-77.13903833
SUSPECTED MINOR INJURY,2,08/13/2023,04:19:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.02452918,-76.97939749
SUSPECTED MINOR INJURY,2,08/17/2023,10:56:00 PM,45,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.19223333,-77.242665
SUSPECTED MINOR INJURY,2,08/20/2023,12:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.09182317,-77.15343033
POSSIBLE INJURY,1,08/19/2023,04:03:00 AM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.06297967,-77.05449267
POSSIBLE INJURY,1,08/13/2023,03:15:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.10639517,-77.15849067
POSSIBLE INJURY,1,08/20/2023,06:02:00 PM,35,CLEAR,No,DRY,DAYLIGHT,YIELD SIGN,No,39.18440717,-77.27340367
POSSIBLE INJURY,1,08/15/2023,04:18:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.02940151,-77.04764792
SUSPECTED MINOR INJURY,2,08/15/2023,03:51:00 PM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.02676167,-77.04671183
SUSPECTED MINOR INJURY,2,08/20/2023,12:30:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.09182317,-77.15343033
POSSIBLE INJURY,1,08/18/2023,02:05:00 PM,5,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.00948891,-77.04135161
SUSPECTED MINOR INJURY,2,08/20/2023,12:39:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.14212333,-77.06744667
POSSIBLE INJURY,1,08/17/2023,08:33:00 AM,0,CLEAR,Yes,,DAYLIGHT,,Yes,39.00323667,-77.21256833
SUSPECTED MINOR INJURY,2,08/05/2023,01:08:00 AM,25,CLEAR,No,DRY,DARK LIGHTS ON,STOP SIGN,No,39.03652224,-77.04836263
POSSIBLE INJURY,1,08/21/2023,07:25:00 PM,40,CLEAR,Yes,DRY,DUSK,NO CONTROLS,Yes,39.19278833,-77.23980667
SUSPECTED SERIOUS INJURY,3,08/18/2023,03:07:00 PM,0,CLEAR,Yes,,DAYLIGHT,,Yes,39.14161554,-77.41522815
POSSIBLE INJURY,1,08/17/2023,10:56:00 PM,45,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.19223333,-77.242665
SUSPECTED MINOR INJURY,2,12/22/2021,01:13:00 AM,25,FOGGY,Yes,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,Yes,39.04511319,-77.08192951
POSSIBLE INJURY,1,08/22/2023,06:15:00 AM,40,CLEAR,No,DRY,DAWN,STOP SIGN,No,39.10231267,-77.18874367
SUSPECTED MINOR INJURY,2,08/14/2023,04:49:00 PM,40,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.24464017,-77.2345555
POSSIBLE INJURY,1,08/15/2023,06:00:00 PM,35,,No,DRY,DAYLIGHT,,No,38.99990333,-77.09683167
SUSPECTED SERIOUS INJURY,3,08/19/2023,02:27:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.067955,-77.11440833
POSSIBLE INJURY,1,08/18/2023,08:30:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.05382167,-77.13903833
POSSIBLE INJURY,1,08/18/2023,06:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.03614967,-77.06284833
POSSIBLE INJURY,1,08/21/2023,02:10:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.09445383,-77.15316367
SUSPECTED MINOR INJURY,2,08/20/2023,06:02:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,YIELD SIGN,Yes,39.18440717,-77.27340367
SUSPECTED SERIOUS INJURY,3,08/21/2023,04:33:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.107295,-77.195115
POSSIBLE INJURY,1,08/13/2023,03:15:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10639517,-77.15849067
POSSIBLE INJURY,1,08/18/2023,12:45:00 AM,30,CLEAR,Yes,DRY,DARK NO LIGHTS,,Yes,39.15334,-77.33656
SUSPECTED MINOR INJURY,2,08/20/2023,12:39:00 PM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.14212333,-77.06744667
SUSPECTED MINOR INJURY,2,08/24/2023,01:45:00 PM,5,CLEAR,Yes,,DAYLIGHT,NO CONTROLS,Yes,39.02648833,-77.07232945
POSSIBLE INJURY,1,08/27/2023,06:00:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.05616633,-77.15208733
SUSPECTED MINOR INJURY,2,08/25/2023,07:33:00 AM,35,CLOUDY,Yes,WET,DAYLIGHT,,Yes,39.08155936,-77.14594738
POSSIBLE INJURY,1,08/25/2023,05:00:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.18109543,-77.27585898
SUSPECTED MINOR INJURY,2,08/21/2023,07:57:00 PM,40,CLEAR,No,DRY,DUSK,TRAFFIC SIGNAL,No,39.05447925,-77.14261702
POSSIBLE INJURY,1,08/24/2023,05:54:00 PM,35,,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.18758333,-77.18669833
POSSIBLE INJURY,1,08/17/2023,07:20:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.0338267,-77.07228117
SUSPECTED MINOR INJURY,2,08/26/2023,10:58:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.13442102,-77.22375902
SUSPECTED MINOR INJURY,2,08/28/2023,07:24:00 PM,25,CLEAR,No,DRY,DAYLIGHT,OTHER,No,39.10113167,-77.0757915
SUSPECTED MINOR INJURY,2,08/29/2023,08:09:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.1919,-77.27187167
SUSPECTED MINOR INJURY,2,06/17/2023,02:39:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.03485122,-77.1068545
POSSIBLE INJURY,1,08/22/2023,05:25:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.10668313,-77.15767594
SUSPECTED SERIOUS INJURY,3,08/17/2023,10:03:00 PM,50,CLEAR,Unknown,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Unknown,39.06770067,-76.959336
POSSIBLE INJURY,1,08/24/2023,11:00:00 PM,40,CLEAR,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.14266883,-77.06813867
SUSPECTED MINOR INJURY,2,08/28/2023,07:54:00 AM,35,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.00831433,-77.08209067
SUSPECTED MINOR INJURY,2,08/22/2023,05:25:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10668313,-77.15767594
POSSIBLE INJURY,1,08/26/2023,01:15:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.09543,-77.04444
POSSIBLE INJURY,1,08/16/2023,02:11:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.02231217,-77.10336517
POSSIBLE INJURY,1,08/17/2023,07:20:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.0338267,-77.07228117
POSSIBLE INJURY,1,08/22/2023,04:38:00 PM,40,CLEAR,No,DRY,DAYLIGHT,,No,39.07427404,-77.11384499
SUSPECTED MINOR INJURY,2,08/26/2023,09:23:00 AM,30,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.04479,-77.11328333
SUSPECTED MINOR INJURY,2,08/25/2023,05:25:00 PM,45,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.02329667,-77.16118167
SUSPECTED MINOR INJURY,2,08/18/2023,07:32:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.095687,-77.00191083
POSSIBLE INJURY,1,08/28/2023,11:30:00 AM,30,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.15747167,-77.191953
SUSPECTED MINOR INJURY,2,08/23/2023,06:26:00 PM,25,CLEAR,No,DRY,DAYLIGHT,,No,39.01981,-77.01091167
POSSIBLE INJURY,1,08/18/2023,01:51:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10499417,-77.19040496
SUSPECTED MINOR INJURY,2,08/25/2023,01:20:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.02047167,-76.976475
SUSPECTED MINOR INJURY,2,08/26/2023,01:15:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.09543,-77.04444
POSSIBLE INJURY,1,08/24/2023,07:30:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.10538967,-77.19593283
SUSPECTED MINOR INJURY,2,08/22/2023,06:56:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.05903304,-77.06927074
POSSIBLE INJURY,1,08/25/2023,11:30:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.11172883,-77.18705667
SUSPECTED MINOR INJURY,2,08/17/2023,08:45:00 PM,50,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.12609395,-77.07220763
SUSPECTED SERIOUS INJURY,3,08/22/2023,03:03:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.04420117,-77.06330983
POSSIBLE INJURY,1,08/29/2023,08:09:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.1919,-77.27187167
POSSIBLE INJURY,1,08/28/2023,07:47:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.18697833,-77.19845833
POSSIBLE INJURY,1,08/28/2023,07:47:00 PM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.18697833,-77.19845833
POSSIBLE INJURY,1,08/20/2023,08:41:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.0959286,-77.00188168
SUSPECTED MINOR INJURY,2,08/29/2023,05:15:00 PM,25,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.04026333,-76.98956167
POSSIBLE INJURY,1,08/25/2023,06:00:00 PM,15,,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.07649265,-77.13820097
POSSIBLE INJURY,1,08/25/2023,07:33:00 AM,35,CLOUDY,No,WET,DAYLIGHT,,No,39.08155936,-77.14594738
POSSIBLE INJURY,1,08/29/2023,05:15:00 PM,25,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.04026333,-76.98956167
SUSPECTED MINOR INJURY,2,08/24/2023,04:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.1461273,-77.2040884
